,DEPT,CALI,BS,hole enlarged,GR,NPHS,PE,RT20,RT30,RT60,RT90,RXO,RT10,RHOB (kg/m3),Bulk_Density_gm/cm3,NN_predicted_Density,xgb_pred_Density
776,3116.6,222.1047,222,0.1,107.3656,0.0973,3.4612,69.9853,66.8302,64.939,67.5283,75.4477,74.9896,2678.6055,2.6786055,2.698040199,2.683918
777,3116.7,221.9374,222,-0.06,108.5172,0.1002,3.4281,71.2017,67.9503,66.0556,68.7775,76.7823,76.2658,2677.488,2.677488,2.690030875,2.6849127
778,3116.8,222.0109,222,0.01,104.8554,0.0989,3.402,73.6933,70.219,68.2377,71.1682,79.5902,79.0742,2674.5396,2.6745396,2.685837407,2.677997
779,3116.9,222.0015,222,0,99.5424,0.0997,3.3806,77.2905,73.4795,71.3615,74.5964,83.6543,83.1892,2665.0176,2.6650176,2.676939272,2.6828387
780,3117,221.8285,222,-0.17,90.8214,0.0935,3.3612,84.6388,80.1068,77.7158,81.6288,91.9837,91.6846,2639.2964,2.6392964,2.661879112,2.6695569
781,3117.1,221.6623,222,-0.34,90.3295,0.091,3.3422,86.7755,82.0419,79.5951,83.7419,94.3572,94.1199,2631.8325,2.6318325,2.662473527,2.6631868
782,3117.2,221.706,222,-0.29,91.7348,0.09,3.3174,87.7648,82.9616,80.517,84.8039,95.3826,95.1816,2632.0168,2.6320168,2.662154908,2.6461637
783,3117.3,221.8755,222,-0.12,94.8813,0.0895,3.2778,88.337,83.5177,81.0927,85.4844,95.9306,95.7539,2640.2625,2.6402625,2.660547588,2.6484687
784,3117.4,221.9019,222,-0.1,96.3218,0.0904,3.2313,91.0721,86.0611,83.5831,88.3375,99.024,98.8802,2653.8364,2.6538364,2.654839865,2.6439195
785,3117.5,221.7728,222,-0.23,93.4174,0.0921,3.2412,93.1501,87.9662,85.4159,90.4266,101.4861,101.3531,2654.7405,2.6547405,2.647016772,2.636589
786,3117.6,221.7899,222,-0.21,90.0484,0.0931,3.2811,94.6384,89.344,86.7369,91.95,103.2589,103.1605,2649.7529,2.6497529,2.646350616,2.66008
787,3117.7,221.7178,222,-0.28,90.9736,0.094,3.3433,92.6001,87.6255,85.1026,90.2103,100.9878,100.8026,2638.2085,2.6382085,2.654082219,2.6509995
788,3117.8,221.8587,222,-0.14,95.014,0.0934,3.3746,89.6351,85.0095,82.5994,87.4545,97.535,97.3115,2629.6824,2.6296824,2.664929267,2.6648512
789,3117.9,221.9698,222,-0.03,97.6022,0.0945,3.3879,87.0712,82.728,80.3972,85.0397,94.5584,94.3445,2624.4736,2.6244736,2.669637612,2.6589184
790,3118,221.8683,222,-0.13,90.349,0.095,3.4286,86.6344,82.317,79.8855,84.5606,94.3901,94.1966,2623.8931,2.6238931,2.666990809,2.6507738
791,3118.1,221.534,222,-0.47,82.3111,0.0913,3.4119,88.6041,84.0466,81.4352,86.3447,97.0754,96.8858,2635.6267,2.6356267,2.662028609,2.672847
792,3118.2,221.2423,222,-0.76,76.3383,0.0888,3.4043,90.2749,85.487,82.6931,87.811,99.5181,99.3264,2652.6958,2.6526958,2.663377573,2.6400337
793,3118.3,221.4633,222,-0.54,79.1803,0.0903,3.4204,83.874,79.6382,76.9987,81.5478,92.543,92.3383,2692.6206,2.6926206,2.664973678,2.6483557
794,3118.4,221.434,222,-0.57,87.1674,0.0898,3.5146,75.5122,72.0466,69.7759,73.5689,82.6983,82.5004,2707.9578,2.7079578,2.696979969,2.6900542
795,3118.5,221.5016,222,-0.5,95.3341,0.0934,3.619,66.9689,64.2259,62.3293,65.4092,72.6729,72.496,2718.0867,2.7180867,2.698982367,2.7221527
796,3118.6,221.4753,222,-0.52,105.8001,0.1073,3.8114,56.1176,54.1764,52.7025,54.9917,60.0752,59.957,2721.2151,2.7212151,2.702742359,2.7009478
797,3118.7,221.6664,222,-0.33,106.7214,0.1104,3.8019,54.0203,52.2135,50.7916,52.9608,57.6406,57.5425,2716.9873,2.7169873,2.712007026,2.7030585
798,3118.8,221.9275,222,-0.07,105.8548,0.1112,3.7445,53.3875,51.6139,50.1755,52.3351,56.8728,56.784,2708.4392,2.7084392,2.705725359,2.704171
799,3118.9,221.6543,222,-0.35,103.8014,0.108,3.6364,53.5726,51.7779,50.2828,52.4959,57.0265,56.9374,2698.4768,2.6984768,2.687609114,2.6999521
800,3119,221.4994,222,-0.5,100.3505,0.1024,3.4286,54.5931,52.7201,51.0759,53.4571,58.039,57.937,2675.3716,2.6753716,2.683387056,2.6661353
801,3119.1,221.4377,222,-0.56,97.2079,0.1019,3.3455,54.9834,53.0885,51.3763,53.8393,58.396,58.2907,2667.1885,2.6671885,2.663931964,2.684068
802,3119.2,221.4772,222,-0.52,92.5195,0.1014,3.2952,55.0284,53.1451,51.3862,53.9072,58.361,58.2602,2659.0027,2.6590027,2.648960547,2.6627402
803,3119.3,222.0212,222,0.02,85.7074,0.0985,3.2657,52.5876,50.9268,49.2363,51.6661,55.4603,55.4024,2647.2644,2.6472644,2.643126073,2.6560287
804,3119.4,221.4545,222,-0.55,87.1713,0.097,3.3049,49.9054,48.4523,46.8899,49.1506,52.4083,52.3705,2642.0947,2.6420947,2.653798797,2.663893
805,3119.5,221.5912,222,-0.41,93.1168,0.0969,3.3401,46.9885,45.7464,44.3278,46.4,49.1226,49.0996,2644.7954,2.6447954,2.673640068,2.687738
806,3119.6,221.8724,222,-0.13,103.8717,0.0989,3.3837,43.6349,42.6489,41.3842,43.2734,45.3333,45.3269,2651.9792,2.6519792,2.673529482,2.6737137
807,3119.7,221.8772,222,-0.12,104.5704,0.1013,3.3532,44.221,43.2442,41.9365,43.9131,45.9157,45.9113,2656.6599,2.6566599,2.678825723,2.6763895
808,3119.8,222.0141,222,0.01,101.3381,0.0992,3.338,46.6534,45.5941,44.1392,46.3618,48.5068,48.5003,2653.2144,2.6532144,2.677547616,2.684654
809,3119.9,221.733,222,-0.27,88.5025,0.0909,3.2835,56.2624,54.7467,52.673,55.9031,58.948,58.9367,2656.1936,2.6561936,2.670039555,2.671608
810,3120,221.4739,222,-0.53,83.8024,0.083,3.293,61.4894,59.6714,57.2301,61.077,64.7237,64.7168,2660.4553,2.6604553,2.682534092,2.6884308
811,3120.1,221.3329,222,-0.67,80.7223,0.08,3.2962,64.4256,62.4186,59.7661,64.0012,68.0029,68.0024,2672.1584,2.6721584,2.686598435,2.6807458
812,3120.2,221.5809,222,-0.42,82.7405,0.0863,3.3688,59.8193,58.0883,55.7962,59.5692,62.868,62.868,2690.5344,2.6905344,2.683197622,2.6888607
813,3120.3,221.9163,222,-0.08,86.7029,0.089,3.398,54.748,53.3036,51.3713,54.6103,57.2711,57.2711,2697.25,2.69725,2.671485069,2.687331
814,3120.4,222.0191,222,0.02,91.9652,0.0923,3.4204,50.2265,49.0116,47.3792,50.1708,52.3425,52.3425,2701.438,2.701438,2.665319483,2.6783106
815,3120.5,221.9601,222,-0.04,96.3179,0.0932,3.4161,47.2493,46.1662,44.7241,47.2426,49.1392,49.1392,2703.3647,2.7033647,2.663088047,2.6799695
816,3120.6,221.8586,222,-0.14,96.8332,0.0981,3.4035,46.2631,45.175,43.8216,46.2843,48.1535,48.1535,2705.0115,2.7050115,2.674332572,2.680639
817,3120.7,221.6892,222,-0.31,94.7173,0.0975,3.3983,47.2786,46.1,44.7101,47.2886,49.3121,49.3121,2702.1687,2.7021687,2.674177939,2.6764185
818,3120.8,221.8912,222,-0.11,93.5735,0.0956,3.4116,48.4079,47.12,45.6895,48.3934,50.6238,50.6238,2698.3743,2.6983743,2.670276766,2.6802838
819,3120.9,221.7861,222,-0.21,97.0635,0.0972,3.437,48.4904,47.0845,45.6973,48.4178,50.9355,50.9355,2689.6802,2.6896802,2.675667594,2.675374
820,3121,221.614,222,-0.39,99.195,0.1,3.4377,47.106,45.7295,44.4407,47.0191,49.5204,49.5204,2688.3416,2.6883416,2.679288938,2.6657474
821,3121.1,221.6687,222,-0.33,100.6042,0.1059,3.4141,45.2579,43.9484,42.7784,45.1705,47.5712,47.5712,2689.6963,2.6896963,2.681967341,2.6687021
822,3121.2,222.1327,222,0.13,107.2523,0.1163,3.3333,42.2594,41.0742,40.0977,42.1936,44.3718,44.3718,2696.2905,2.6962905,2.662056717,2.667332
823,3121.3,222.2429,222,0.24,110.8282,0.1133,3.3194,41.6247,40.4668,39.5469,41.5744,43.6829,43.6829,2698.5627,2.6985627,2.677285502,2.6564841
824,3121.4,221.6225,222,-0.38,114.6578,0.1097,3.3439,41.637,40.4787,39.5898,41.6032,43.6658,43.6658,2698.457,2.698457,2.688550042,2.6838906
825,3121.5,221.8182,222,-0.18,112.6825,0.109,3.4394,44.6117,43.3022,42.3691,44.6046,46.752,46.752,2695.812,2.695812,2.696633538,2.6979787
826,3121.6,221.9858,222,-0.01,108.9856,0.1051,3.4413,48.4284,46.9003,45.8621,48.4259,50.827,50.827,2697.0427,2.6970427,2.69227593,2.6791146
827,3121.7,221.8997,222,-0.1,104.2621,0.1001,3.4063,54.146,52.252,51.0379,54.138,57.0226,57.0226,2699.926,2.699926,2.688572208,2.6676672
828,3121.8,222.1604,222,0.16,97.3914,0.085,3.3447,70.0386,66.9171,65.1845,70,74.6534,74.6534,2709.824,2.709824,2.687474973,2.6914814
829,3121.9,222.0876,222,0.09,93.9014,0.0811,3.3749,78.3253,74.4593,72.4757,78.2932,84.0805,84.0805,2707.9089,2.7079089,2.693055554,2.7099402
830,3122,222.2162,222,0.22,89.6658,0.0797,3.4178,84.792,80.3211,78.1951,84.8201,91.5504,91.5504,2707.4424,2.7074424,2.703565064,2.6995351
831,3122.1,222.3721,222,0.37,85.2858,0.0798,3.4512,88.0157,83.2851,81.1862,88.1777,95.2906,95.2906,2704.0088,2.7040088,2.7025587,2.6948612
832,3122.2,222.7128,222,0.71,84.1147,0.0827,3.3911,83.7825,79.7282,78.1278,84.3518,90.1773,90.1773,2711.6907,2.7116907,2.689233984,2.6885045
833,3122.3,222.672,222,0.67,88.5181,0.0843,3.323,78.2556,74.8555,73.5851,79.0157,83.6713,83.6713,2711.3936,2.7113936,2.68626313,2.6935186
834,3122.4,222.5199,222,0.52,95.3536,0.0898,3.2519,72.375,69.6008,68.6255,73.286,76.8466,76.8466,2707.717,2.707717,2.679472937,2.675615
835,3122.5,222.8645,222,0.86,107.428,0.0972,3.1683,63.4093,61.4951,60.9285,64.5273,66.5932,66.5931,2686.2622,2.6862622,2.670237818,2.6796713
836,3122.6,222.8214,222,0.82,108.9505,0.0985,3.1642,61.4478,59.7393,59.2941,62.6632,64.3393,64.3393,2676.728,2.676728,2.671886927,2.6811883
837,3122.7,222.6438,222,0.64,105.3551,0.1016,3.1853,61.6949,60.0468,59.6828,63.0431,64.5421,64.5421,2668.2886,2.6682886,2.665375229,2.6618402
838,3122.8,222.6969,222,0.7,91.0361,0.1003,3.2727,70.006,68.04,67.7608,71.8932,73.7329,73.7329,2655.6787,2.6556787,2.660484707,2.6685634
839,3122.9,222.5208,222,0.52,84.7861,0.0994,3.3162,78.2115,75.8887,75.63,80.6323,83.1159,83.1158,2649.2849,2.6492849,2.652297395,2.655482
840,3123,222.4773,222,0.48,80.7887,0.1014,3.3449,88.4373,85.698,85.4506,91.6577,95.1584,95.1584,2642.2947,2.6422947,2.639867793,2.6219618
841,3123.1,222.5163,222,0.52,75.6708,0.104,3.3353,106.9415,103.3858,103.0925,111.7203,117.5233,117.5233,2623.6233,2.6236233,2.6273686,2.6398673
842,3123.2,222.5517,222,0.55,74.3826,0.1027,3.3122,110.025,106.0381,105.6546,114.5736,121.5823,121.5823,2610.7954,2.6107954,2.62514234,2.6177936
843,3123.3,222.6382,222,0.64,75.6786,0.1016,3.2776,108.0689,103.7315,103.2226,111.6409,119.5828,119.5828,2600.425,2.600425,2.61578629,2.6474998
844,3123.4,222.7447,222,0.74,80.1875,0.1029,3.2014,96.3902,92.0562,91.2889,97.8117,105.421,105.4294,2586.8406,2.5868406,2.601923112,2.6025085
845,3123.5,222.4691,222,0.47,81.7724,0.1018,3.1615,89.6513,85.6367,84.7624,90.3871,97.3067,97.3096,2588.9487,2.5889487,2.602370219,2.6056712
846,3123.6,222.5322,222,0.53,81.8544,0.101,3.1293,83.0649,79.4689,78.5106,83.3456,89.5512,89.5412,2597.0491,2.5970491,2.610479134,2.6009953
847,3123.7,222.352,222,0.35,83.2793,0.0973,3.1135,76.7842,73.6327,72.6157,76.7629,82.3041,82.2766,2609.0737,2.6090737,2.626450076,2.6151388
848,3123.8,222.5081,222,0.51,88.0223,0.0929,3.1415,65.622,63.2591,62.1904,65.245,69.6896,69.6226,2637.5317,2.6375317,2.652942368,2.6700869
849,3123.9,222.461,222,0.46,90.5442,0.0935,3.1707,61.2336,59.1549,58.0735,60.7383,64.8025,64.7165,2642.6584,2.6426584,2.653679846,2.6453266
850,3124,222.5508,222,0.55,92.4258,0.0931,3.1868,58.0093,56.1197,55.0129,57.4035,61.2417,61.1388,2645.4202,2.6454202,2.656736579,2.6470284
851,3124.1,222.4096,222,0.41,93.9678,0.0925,3.1792,54.6355,52.8919,51.6737,53.783,57.5622,57.4343,2639.3364,2.6393364,2.654758408,2.6424818
852,3124.2,222.3492,222,0.35,94.4323,0.0913,3.1762,53.8272,52.0893,50.7974,52.8344,56.6869,56.5531,2640.6272,2.6406272,2.65510655,2.644394
853,3124.3,222.5352,222,0.54,95.0843,0.0908,3.191,53.3406,51.5819,50.2107,52.1983,56.1589,56.0226,2639.9792,2.6399792,2.657229137,2.6476452
854,3124.4,222.4706,222,0.47,89.7634,0.0873,3.234,53.7303,51.823,50.2457,52.2255,56.6291,56.4954,2640.9304,2.6409304,2.663995225,2.6328392
855,3124.5,222.2068,222,0.21,84.8173,0.0821,3.2354,54.5444,52.5115,50.8039,52.8197,57.583,57.4573,2637.967,2.637967,2.667404301,2.678234
856,3124.6,222.069,222,0.07,80.2773,0.0783,3.2267,55.1736,53.0266,51.2031,53.2417,58.358,58.2428,2639.5344,2.6395344,2.667072759,2.6608202
857,3124.7,222.3716,222,0.37,78.2785,0.0779,3.2469,53.4694,51.347,49.5015,51.3964,56.664,56.5285,2644.7175,2.6447175,2.654732676,2.6636674
858,3124.8,222.345,222,0.34,81.7099,0.0804,3.307,51.0206,49.0537,47.3163,49.047,54.0247,53.8714,2644.9937,2.6449937,2.641234121,2.6531253
859,3124.9,222.0906,222,0.09,84.7627,0.0813,3.3719,48.2896,46.5064,44.9044,46.4639,51.04,50.8879,2641.0894,2.6410894,2.626458201,2.6677065
860,3125,222.1625,222,0.16,86.4335,0.0821,3.4168,46.072,44.4382,42.9477,44.3744,48.6069,48.4654,2634.7288,2.6347288,2.617764649,2.656502
861,3125.1,222.0911,222,0.09,83.3417,0.0821,3.3644,45.1115,43.5458,42.0912,43.4529,47.5861,47.4498,2636.6841,2.6366841,2.619805713,2.6549497
862,3125.2,222.0544,222,0.05,79.9376,0.0818,3.2877,46.2293,44.5934,43.071,44.4875,48.8677,48.7194,2642.2678,2.6422678,2.627029967,2.6398697
863,3125.3,222.012,222,0.01,77.2518,0.0815,3.2184,47.3233,45.6223,44.04,45.5118,50.1348,49.973,2646.7891,2.6467891,2.636127752,2.6417494
864,3125.4,222.0286,222,0.03,83.0958,0.084,3.1844,45.3719,43.8449,42.417,43.7778,47.9575,47.8218,2643.7585,2.6437585,2.64603086,2.6409352
865,3125.5,222.1294,222,0.13,88.7523,0.0886,3.217,42.7905,41.4541,40.1987,41.4241,45.0451,44.9416,2637.3093,2.6373093,2.647856836,2.6321669
866,3125.6,222.4707,222,0.47,93.5774,0.0912,3.2569,40.7418,39.5517,38.4345,39.5575,42.7567,42.6656,2626.8213,2.6268213,2.647798509,2.6409278
867,3125.7,222.3768,222,0.38,92.2462,0.0994,3.3178,41.1352,39.9627,38.8949,40.0425,43.2192,43.101,2605.7883,2.6057883,2.657475873,2.6567636
868,3125.8,222.2202,222,0.22,87.7569,0.1044,3.3305,43.4437,42.155,41.0165,42.2882,45.7854,45.6707,2596.3384,2.5963384,2.644109,2.6398387
869,3125.9,222.2732,222,0.27,84.8213,0.102,3.33,46.1057,44.6751,43.457,44.8813,48.7528,48.6466,2594.7898,2.5947898,2.641776513,2.6673405
870,3126,222.5005,222,0.5,91.2312,0.1026,3.3012,48.2666,46.7532,45.5591,47.1297,51.1,51.0045,2595.8433,2.5958433,2.645953146,2.6486583
871,3126.1,222.4985,222,0.5,98.18,0.1058,3.2678,47.6726,46.2305,45.1354,46.6829,50.3538,50.2631,2599.1575,2.5991575,2.644675762,2.620812
872,3126.2,222.4393,222,0.44,102.6068,0.1094,3.2392,47.2429,45.8659,44.8644,46.3979,49.7792,49.6947,2600.7515,2.6007515,2.635724056,2.5955863
873,3126.3,222.462,222,0.46,98.7538,0.1138,3.1872,49.6888,48.2575,47.337,49.0427,52.2879,52.2148,2607.7712,2.6077712,2.608709683,2.6138008
874,3126.4,222.3111,222,0.31,94.854,0.1105,3.1805,52.921,51.3448,50.4191,52.3461,55.7703,55.703,2611.104,2.611104,2.611539386,2.6317618
875,3126.5,222.1631,222,0.16,91.1415,0.1088,3.1892,57.3596,55.5563,54.615,56.8618,60.6056,60.5455,2614.6848,2.6146848,2.616958537,2.6307435
876,3126.6,222.3076,222,0.31,89.9781,0.1093,3.214,62.8945,60.7757,59.8257,62.4959,66.6881,66.6374,2617.6743,2.6176743,2.620071499,2.6377146
877,3126.7,222.4401,222,0.44,85.4459,0.1089,3.2976,79.2951,76.0885,75.1755,79.2361,85.1563,85.1511,2612.0361,2.6120361,2.628377371,2.6376352
878,3126.8,222.3574,222,0.36,80.4802,0.1042,3.3154,92.2081,88.1411,87.3118,92.6466,100.3838,100.4267,2610.8994,2.6108994,2.621965242,2.6205106
879,3126.9,222.254,222,0.25,74,0.0993,3.316,108.326,103.8508,103.2481,110.4921,120.2189,120.3324,2617.3259,2.6173259,2.624950573,2.6177988
880,3127,222.1566,222,0.16,64.5997,0.0859,3.2963,141.2564,141.1589,141.7617,154.7923,141.1728,141.3614,2644.6011,2.6446011,2.684429941,2.6538398
881,3127.1,222.1825,222,0.18,63.2412,0.0828,3.289,156.5849,156.9941,158.6064,174.5987,156.105,156.3548,2658.6199,2.6586199,2.681181588,2.653328
882,3127.2,222.0993,222,0.1,62.07,0.0785,3.2735,167.2371,167.3104,169.9937,187.9659,167.0387,167.334,2664.6667,2.6646667,2.685693589,2.6495314
883,3127.3,221.831,222,-0.17,63.3232,0.0748,3.2035,177.4117,171.7764,175.9692,194.2383,184.6728,185.0435,2666.9626,2.6669626,2.690406318,2.6901612
884,3127.4,221.9023,222,-0.1,64.4396,0.0768,3.1629,176.1697,168.2451,172.7139,189.8294,194.331,194.7386,2662.1133,2.6621133,2.678512046,2.6869571
885,3127.5,222.0054,222,0.01,66.4735,0.0819,3.1333,169.9308,160.8611,165.2254,180.486,194.7424,195.1519,2651.9133,2.6519133,2.655996338,2.6856623
886,3127.6,221.999,222,0,71.9583,0.0947,3.1366,137.986,130.5071,133.4667,143.0436,156.8417,157.0953,2622.2676,2.6222676,2.642520906,2.642732
887,3127.7,222.1084,222,0.11,77.8023,0.0981,3.174,114.3732,108.9514,110.9314,117.4723,126.7372,126.8909,2610.3196,2.6103196,2.616083327,2.607285
888,3127.8,222.1577,222,0.16,85.9572,0.0999,3.2335,91.2335,87.6897,88.8685,93.0354,98.8671,98.9471,2605.801,2.605801,2.620399885,2.6440003
889,3127.9,222.3475,222,0.35,100.776,0.1031,3.3526,59.1628,57.6885,58.054,59.8048,62.3587,62.3656,2606.7058,2.6067058,2.670836245,2.6782393
890,3128,222.4124,222,0.41,101.3889,0.1073,3.362,51.0873,50.0616,50.2625,51.5532,53.5323,53.5327,2604.8318,2.6048318,2.662647353,2.6738718
891,3128.1,222.5553,222,0.56,97.9379,0.109,3.3118,47.1051,46.5003,46.5992,47.6806,49.297,49.297,2603.9119,2.6039119,2.64580718,2.6288116
892,3128.2,222.2408,222,0.24,91.6529,0.1113,3.2168,46.0824,46.078,46.0932,47.1164,46.0857,46.0857,2602.6968,2.6026968,2.622883734,2.6065295
893,3128.3,221.9984,222,0,83.8687,0.102,3.0504,50.8838,49.7348,49.5426,50.6364,53.1265,53.1265,2610.7358,2.6107358,2.61722513,2.629116
894,3128.4,222.2536,222,0.25,84.6417,0.0939,3.0328,51.9341,50.6767,50.3651,51.4602,54.079,54.0785,2614.8938,2.6148938,2.633443533,2.6221488
895,3128.5,222.3571,222,0.36,87.4758,0.092,3.0657,50.9723,49.7608,49.3519,50.3713,52.8241,52.8231,2619.1301,2.6191301,2.639066262,2.6354296
896,3128.6,222.363,222,0.36,94.9437,0.0938,3.1795,46.6074,45.6694,45.1469,45.9556,47.7163,47.716,2626.1074,2.6261074,2.652569916,2.626896
897,3128.7,222.2048,222,0.2,96.1812,0.0908,3.2245,45.5347,44.6924,44.112,44.8669,46.3772,46.3775,2631.3997,2.6313997,2.661692135,2.6446526
898,3128.8,222.4598,222,0.46,94.6549,0.0886,3.2246,46.031,45.2231,44.5522,45.3063,46.6953,46.6952,2643.208,2.643208,2.663213104,2.6229286
899,3128.9,222.4539,222,0.45,85.235,0.08,3.1188,52.8459,51.8692,50.8119,51.7525,53.4698,53.4672,2678.0847,2.6780847,2.661702974,2.6609263
900,3129,222.2758,222,0.28,80.6715,0.0764,3.055,58.4848,57.2997,55.9213,57.0401,59.3407,59.3363,2696.7815,2.6967815,2.662566774,2.6527646
901,3129.1,222.2419,222,0.24,78.0833,0.0729,3.0384,62.8572,61.4795,59.8021,61.0672,64.1133,64.1075,2705.1079,2.7051079,2.66612175,2.6680713
902,3129.2,222.161,222,0.16,81.1049,0.071,3.1084,58.3183,57.119,55.5335,56.639,59.9628,59.9577,2693.99,2.69399,2.664537611,2.668767
903,3129.3,222.2116,222,0.21,84.7119,0.0749,3.1659,51.8173,50.8781,49.578,50.4806,53.2937,53.2903,2676.7549,2.6767549,2.665588418,2.675058
904,3129.4,222.1877,222,0.19,87.956,0.0784,3.1975,45.8584,45.1343,44.0889,44.8246,47.1336,47.1317,2659.8757,2.6598757,2.648032756,2.6622896
905,3129.5,222.3515,222,0.35,90.6301,0.0885,3.2,38.2311,37.7452,37.0085,37.5613,39.2737,39.2734,2632.9839,2.6329839,2.640267319,2.6406012
906,3129.6,222.6184,222,0.62,91.5826,0.0914,3.1534,36.1775,35.7483,35.0954,35.6086,37.1791,37.1792,2626.8416,2.6268416,2.648326144,2.64087
907,3129.7,222.2885,222,0.29,93.3744,0.095,3.0909,34.7842,34.3917,33.8,34.2911,35.765,35.7653,2624.6101,2.6246101,2.6398743,2.6286483
908,3129.8,222.5383,222,0.54,94.7486,0.0971,3.0385,33.7965,33.4295,32.8862,33.3663,34.7594,34.7598,2624.3479,2.6243479,2.633032682,2.6311195
909,3129.9,222.4651,222,0.47,98.8085,0.0987,2.9974,33.1381,32.7923,32.3088,32.8051,34.0743,34.0748,2629.481,2.629481,2.624592315,2.629267
910,3130,222.3826,222,0.38,101.3303,0.0983,3.0001,33.872,33.5138,33.0323,33.5672,34.8271,34.8274,2632.8591,2.6328591,2.626574057,2.6287627
911,3130.1,222.6521,222,0.65,104.0239,0.0948,2.9775,35.573,35.18,34.6758,35.2817,36.5898,36.5898,2638.9333,2.6389333,2.629026626,2.635753
912,3130.2,222.2909,222,0.29,100.249,0.0864,2.8662,41.7009,41.1584,40.5403,41.4085,42.9842,42.9842,2649.4954,2.6494954,2.631942851,2.6331797
913,3130.3,222.1066,222,0.11,94.7368,0.0815,2.8325,45.4921,44.8408,44.1466,45.1987,46.9575,46.9575,2650.8196,2.6508196,2.632976741,2.6433685
914,3130.4,222.2179,222,0.22,87.5851,0.0774,2.8455,49.2346,48.464,47.6956,48.9494,50.8969,50.8969,2650.1667,2.6501667,2.637171408,2.6396031
915,3130.5,222.0746,222,0.07,78.1146,0.072,3.0269,54.7937,53.8322,52.9743,54.578,56.7788,56.7788,2646.7874,2.6467874,2.655871974,2.6587346
916,3130.6,222.0933,222,0.09,78.0872,0.0714,3.1219,55.664,54.6866,53.8394,55.5237,57.6639,57.6639,2652.0608,2.6520608,2.663982668,2.667426
917,3130.7,222.0669,222,0.07,80.1914,0.0712,3.1947,55.0776,54.1531,53.3546,55.0359,56.9622,56.9622,2656.906,2.656906,2.668465133,2.6704412
918,3130.8,222.8548,222,0.85,88.0458,0.0743,3.2493,50.308,49.6371,49.0075,50.4734,51.6752,51.6752,2665.2827,2.6652827,2.652614313,2.661924
919,3130.9,222.797,222,0.8,91.3523,0.0756,3.2681,47.1292,46.6008,46.0586,47.3737,48.1952,48.1952,2662.0437,2.6620437,2.642147381,2.6491442
920,3131,222.1996,222,0.2,93.5228,0.0774,3.2732,44.6438,44.2251,43.745,44.9466,45.468,45.468,2658.5518,2.6585518,2.635994282,2.663645
921,3131.1,222.6835,222,0.68,91.7895,0.085,3.242,44.7052,44.3679,43.8913,45.1191,45.3135,45.3135,2648.1172,2.6481172,2.655597023,2.6424816
922,3131.2,222.8364,222,0.84,88.2292,0.0852,3.2092,47.8303,47.4638,46.9162,48.3044,48.4588,48.4588,2640.3628,2.6403628,2.665057088,2.6578631
923,3131.3,222.6915,222,0.69,84.5558,0.0827,3.1911,52.7443,52.3018,51.6294,53.2759,53.4756,53.4756,2634.4421,2.6344421,2.667843406,2.6774373
924,3131.4,222.5314,222,0.53,82.2604,0.0773,3.1909,58.3518,57.7983,56.9623,58.9382,59.2619,59.2619,2630.1724,2.6301724,2.676925354,2.6763258
925,3131.5,222.8918,222,0.89,82.5727,0.0712,3.1983,62.6656,61.997,60.9722,63.2295,63.8974,63.8974,2642.6094,2.6426094,2.681054538,2.665441
926,3131.6,222.4659,222,0.47,84.2552,0.0721,3.1954,58.2171,57.6401,56.7123,58.6656,59.39,59.39,2646.7993,2.6467993,2.6769341,2.6671417
927,3131.7,222.0662,222,0.07,86.5818,0.0721,3.1917,51.1105,50.6707,49.9166,51.4374,52.1132,52.1113,2646.5547,2.6465547,2.663496055,2.6675878
928,3131.8,221.7447,222,-0.26,91.1376,0.0755,3.2047,38.3926,38.1401,37.6689,38.5497,39.1204,39.1174,2634.0303,2.6340303,2.641328709,2.6566925
929,3131.9,221.877,222,-0.12,93.9678,0.08,3.2039,34.6542,34.4354,34.0336,34.7558,35.3377,35.3355,2627.3916,2.6273916,2.638476999,2.6559637
930,3132,221.9311,222,-0.07,95.8143,0.0825,3.1829,32.6568,32.442,32.0698,32.7093,33.3528,33.3506,2624.4941,2.6244941,2.638309234,2.649352
931,3132.1,222.0358,222,0.04,98.8787,0.0884,3.0719,33.1154,32.8247,32.412,33.046,34.0042,33.9999,2624.9258,2.6249258,2.64587558,2.6285489
932,3132.2,222.0378,222,0.04,97.6998,0.0875,3.0178,35.2289,34.8475,34.3647,35.0617,36.311,36.3042,2632.312,2.632312,2.634969822,2.6381538
933,3132.3,221.8908,222,-0.11,94.8891,0.0835,2.9807,38.3684,37.8477,37.2581,38.0659,39.7249,39.7121,2640.6067,2.6406067,2.629831212,2.6395044
934,3132.4,221.7578,222,-0.24,85.7855,0.0729,3.0095,45.9029,44.9538,44.0704,45.1845,48.0417,47.9896,2661.4165,2.6614165,2.654284025,2.656402
935,3132.5,221.6259,222,-0.37,82.842,0.072,3.0569,48.1449,46.9968,46.0041,47.2173,50.5969,50.5226,2666.4219,2.6664219,2.661178343,2.6606991
936,3132.6,221.5477,222,-0.45,83.3183,0.0717,3.1148,48.0819,46.8469,45.8345,47.0447,50.5873,50.5106,2669.24,2.66924,2.66553197,2.6610823
937,3132.7,221.535,222,-0.47,87.3548,0.0763,3.1861,44.4641,43.3006,42.399,43.4569,46.5945,46.5438,2663.1423,2.6631423,2.647445678,2.6594326
