,DEPT,CALI,BS,hole enlarged,GR,NPHS,PE,RT20,RT30,RT60,RT90,RXO,RT10,RHOB (kg/m3),Bulk_Density_gm/cm3,NN_predicted_Density,xgb_pred_Density
938,3132.8,221.699,222,-0.3,88.5767,0.0812,3.1957,43.7043,42.5485,41.6667,42.7012,45.7417,45.6974,2663.824,2.663824,2.640709654,2.6620402
939,3132.9,221.6796,222,-0.32,88.7445,0.0849,3.2011,44.4749,43.2542,42.3368,43.4177,46.5789,46.5326,2665.7261,2.6657261,2.65098152,2.6596086
940,3133,221.5564,222,-0.44,90.1031,0.085,3.2114,46.4959,45.1431,44.1422,45.3309,48.7991,48.7434,2672.5149,2.6725149,2.6591665,2.6582665
941,3133.1,221.3468,222,-0.65,92.4844,0.0795,3.2445,51.6299,49.9403,48.7248,50.207,54.435,54.3533,2686.5139,2.6865139,2.665059644,2.67145
942,3133.2,221.851,222,-0.15,92.2189,0.079,3.248,53.6084,51.7869,50.4901,52.1003,56.5685,56.4823,2690.6768,2.6906768,2.669689015,2.6742408
943,3133.3,221.6597,222,-0.34,91.7661,0.0807,3.2281,54.85,52.9504,51.6079,53.3095,57.8531,57.7677,2693.751,2.693751,2.66908122,2.6890497
944,3133.4,221.5422,222,-0.46,92.7303,0.0777,3.1311,55.896,53.9537,52.5964,54.4004,58.7665,58.6861,2688.2637,2.6882637,2.659699309,2.6775134
945,3133.5,221.5185,222,-0.48,92.0237,0.0777,3.0686,56.2934,54.3413,52.9872,54.834,59.0831,59.0046,2682.5786,2.6825786,2.654692137,2.6665409
946,3133.6,221.5828,222,-0.42,89.904,0.079,3.0177,56.5494,54.5963,53.254,55.1335,59.2579,59.1817,2670.7837,2.6707837,2.650564427,2.6647224
947,3133.7,221.6348,222,-0.37,88.2566,0.0828,2.9692,55.5477,53.6906,52.4389,54.2834,57.9935,57.922,2650.4041,2.6504041,2.642124946,2.6633427
948,3133.8,221.4772,222,-0.52,91.2586,0.0823,2.9735,54.471,52.6952,51.5097,53.2977,56.7495,56.677,2642.5942,2.6425942,2.639873723,2.6592867
949,3133.9,221.6052,222,-0.39,95.705,0.0821,2.9892,53.7331,52.0117,50.8748,52.626,55.8726,55.8073,2639.1707,2.6391707,2.637139378,2.6516361
950,3134,221.7549,222,-0.25,96.2281,0.084,3.0606,55.4174,53.5824,52.4079,54.2794,57.6346,57.5731,2629.5366,2.6295366,2.644598762,2.6640935
951,3134.1,221.5958,222,-0.4,92.6717,0.0847,3.1058,57.1736,55.2094,53.9729,55.9643,59.6022,59.5252,2626.4944,2.6264944,2.654026235,2.6615698
952,3134.2,221.5247,222,-0.48,89.3613,0.0864,3.1501,57.9465,55.9172,54.6517,56.7005,60.5256,60.4431,2627.6409,2.6276409,2.658252661,2.6527972
953,3134.3,221.4164,222,-0.58,92.2345,0.0889,3.2191,55.3797,53.5162,52.3418,54.2356,57.8313,57.7737,2642.0779,2.6420779,2.663580622,2.6369703
954,3134.4,221.3975,222,-0.6,94.5104,0.0927,3.2153,53.8367,52.0758,50.9499,52.7523,56.2022,56.1521,2646.8423,2.6468423,2.659729772,2.6404421
955,3134.5,221.4021,222,-0.6,94.9047,0.0971,3.1908,53.0841,51.3739,50.2626,52.0252,55.4445,55.3944,2646.9316,2.6469316,2.651503729,2.6465762
956,3134.6,221.5399,222,-0.46,93.6711,0.101,3.1415,53.0333,51.329,50.2032,51.9709,55.4452,55.3935,2644.1218,2.6441218,2.629955308,2.6439998
957,3134.7,221.5194,222,-0.48,90.509,0.1003,3.0906,54.0109,52.2475,51.0473,52.8952,56.6013,56.5433,2628.0093,2.6280093,2.624164363,2.6370845
958,3134.8,221.6279,222,-0.37,90.794,0.1026,3.1049,54.8219,53.0037,51.753,53.6624,57.5487,57.4803,2618.6084,2.6186084,2.62012749,2.6328769
959,3134.9,221.6237,222,-0.38,90.9307,0.1072,3.1403,55.5232,53.6532,52.3585,54.3222,58.3896,58.3092,2607.7529,2.6077529,2.612459829,2.631391
960,3135,221.5785,222,-0.42,94.9672,0.106,3.1917,55.2708,53.4007,52.101,54.0602,58.2186,58.1373,2601.7649,2.6017649,2.623490932,2.6353602
961,3135.1,221.4908,222,-0.51,97.126,0.1032,3.2038,54.3718,52.5507,51.2894,53.1924,57.2474,57.1723,2601.8035,2.6018035,2.63567467,2.6487672
962,3135.2,221.419,222,-0.58,97.8716,0.1052,3.2097,53.5169,51.7386,50.5183,52.3667,56.3025,56.2321,2602.9185,2.6029185,2.631474028,2.6292074
963,3135.3,221.4034,222,-0.6,93.4057,0.1089,3.2099,54.4273,52.5395,51.303,53.2069,57.2969,57.2049,2602.4763,2.6024763,2.617942185,2.6333392
964,3135.4,221.6062,222,-0.39,90.3412,0.1066,3.2121,56.7796,54.6851,53.3654,55.4202,59.9108,59.7935,2606.6252,2.6066252,2.622941304,2.6261988
965,3135.5,221.5769,222,-0.42,88.5337,0.1034,3.2228,60.0355,57.6423,56.2021,58.4733,63.5503,63.4024,2613.2458,2.6132458,2.630979556,2.6324182
966,3135.6,221.3424,222,-0.66,85.7855,0.0933,3.2571,67.111,63.9878,62.2807,65.0484,71.5803,71.3601,2624.3879,2.6243879,2.656516754,2.6665308
967,3135.7,221.4753,222,-0.52,82.5649,0.0906,3.2589,69.6736,66.2427,64.4457,67.4004,74.5876,74.3372,2628.5354,2.6285354,2.658719497,2.6739535
968,3135.8,221.51,222,-0.49,78.9422,0.0882,3.2331,70.3104,66.76,64.9622,67.961,75.4378,75.1763,2631.9863,2.6319863,2.656421514,2.6203887
969,3135.9,221.4008,222,-0.6,75.7606,0.0844,3.1385,63.5998,60.633,59.1774,61.6827,67.9687,67.7739,2634.0449,2.6340449,2.653954092,2.6739798
970,3136,221.6481,222,-0.35,77.3065,0.0879,3.0975,57.3185,54.9007,53.7127,55.7959,60.918,60.7823,2630.4624,2.6304624,2.643165761,2.6361017
971,3136.1,221.84,222,-0.16,81.2415,0.091,3.0892,50.4153,48.551,47.6246,49.2848,53.2216,53.1418,2624.4053,2.6244053,2.637097125,2.6357713
972,3136.2,221.5623,222,-0.44,87.2689,0.0952,3.1121,43.8801,42.4839,41.7761,43.0763,45.9965,45.9601,2618.2961,2.6182961,2.637669446,2.639106
973,3136.3,221.485,222,-0.51,103.2002,0.1035,3.2331,35.1019,34.2516,33.7946,34.6825,36.3818,36.3874,2615.9287,2.6159287,2.653855647,2.6364589
974,3136.4,221.511,222,-0.49,109.2667,0.1052,3.2905,33.465,32.7186,32.3035,33.1323,34.5825,34.5918,2620.1829,2.6201829,2.665135689,2.6604774
975,3136.5,221.585,222,-0.41,112.1828,0.1086,3.3244,33.4901,32.7696,32.3546,33.2027,34.5716,34.5775,2630.9697,2.6309697,2.681754561,2.6560118
976,3136.6,221.513,222,-0.49,104.668,0.1085,3.2705,36.8416,36.0271,35.5247,36.5826,38.0889,38.0843,2642.6128,2.6426128,2.65975208,2.6513858
977,3136.7,221.3865,222,-0.61,98.8905,0.1061,3.2367,39.0708,38.1804,37.6122,38.8155,40.4424,40.4342,2645.3521,2.6453521,2.652310435,2.6210742
978,3136.8,221.3881,222,-0.61,94.4089,0.1044,3.232,41.1508,40.187,39.5498,40.8992,42.6295,42.6211,2642.7449,2.6427449,2.647054222,2.6306314
979,3136.9,221.6581,222,-0.34,93.4057,0.1056,3.3544,45.447,44.3114,43.5084,45.1752,47.1203,47.1173,2639.5603,2.6395603,2.657989748,2.6868687
980,3137,221.6197,222,-0.38,91.727,0.104,3.3948,48.8272,47.5236,46.5801,48.5038,50.6974,50.6952,2637.3872,2.6373872,2.661564975,2.6754699
981,3137.1,221.4915,222,-0.51,87.5539,0.1063,3.3719,54.0465,52.4387,51.2648,53.6089,56.3155,56.3091,2634.1604,2.6341604,2.641650172,2.6724389
982,3137.2,221.4857,222,-0.51,74.8705,0.0985,3.1714,71.0806,68.1664,66.1023,70.0319,75.2654,75.2476,2627.3618,2.6273618,2.622555128,2.6273265
983,3137.3,221.5725,222,-0.43,70.1196,0.0936,3.0861,80.6852,76.8164,74.1429,79.1077,86.3799,86.3692,2622.7878,2.6227878,2.614677711,2.6247244
984,3137.4,221.4108,222,-0.59,67.672,0.0865,3.065,86.9638,82.3432,79.1953,84.8892,93.9209,93.9336,2619.4661,2.6194661,2.620719516,2.6146743
985,3137.5,221.1547,222,-0.85,69.1632,0.0856,3.1497,80.7346,76.5816,73.6627,78.6505,87.114,87.1369,2618.7195,2.6187195,2.638863339,2.6578934
986,3137.6,221.2269,222,-0.77,73.1294,0.0892,3.2157,71.5312,68.2229,65.8153,69.8268,76.6387,76.6393,2621.5344,2.6215344,2.646672494,2.6236484
987,3137.7,221.2373,222,-0.76,78.8953,0.0929,3.2638,62.4127,59.8572,57.9386,61.073,66.4103,66.3868,2624.6785,2.6246785,2.647492471,2.6443708
988,3137.8,221.2243,222,-0.78,84.5168,0.0957,3.2963,54.8482,52.8359,51.2984,53.7761,58.0798,58.0343,2625.7224,2.6257224,2.65198092,2.6594884
989,3137.9,221.1268,222,-0.87,90.5208,0.0987,3.299,44.5405,43.1231,42.0618,43.7528,46.9966,46.9187,2635.3691,2.6353691,2.659999091,2.6488352
990,3138,221.2945,222,-0.71,90.6886,0.1022,3.2709,41.0463,39.786,38.875,40.3282,43.3041,43.2175,2640.3013,2.6403013,2.649630316,2.649188
991,3138.1,221.4745,222,-0.53,90.1616,0.1044,3.2485,38.1776,37.0303,36.2385,37.5078,40.274,40.1834,2646.1875,2.6461875,2.643753448,2.6283
992,3138.2,221.2696,222,-0.73,93.9795,0.1034,3.2802,34.1671,33.1474,32.5177,33.5465,35.994,35.9101,2651.4707,2.6514707,2.648032689,2.6612315
993,3138.3,221.4227,222,-0.58,96.0719,0.1004,3.3413,33.5587,32.5265,31.9263,32.9188,35.3438,35.2685,2653.7859,2.6537859,2.640728794,2.665753
994,3138.4,221.5842,222,-0.42,96.3725,0.1018,3.3905,34.2135,33.0932,32.4801,33.5057,36.0786,36.0094,2656.3108,2.6563108,2.639992011,2.66766
995,3138.5,221.516,222,-0.48,90.6301,0.1025,3.3643,38.95,37.3986,36.6404,37.9348,41.44,41.3439,2661.8218,2.6618218,2.642831216,2.6538472
996,3138.6,221.4305,222,-0.57,87.3977,0.0972,3.2886,42.085,40.2348,39.3715,40.8592,45.057,44.9266,2659.9978,2.6599978,2.649177433,2.6583958
997,3138.7,221.5341,222,-0.47,85.4927,0.0918,3.2117,44.8474,42.7179,41.7589,43.4268,48.275,48.1161,2653.5681,2.6535681,2.6492014,2.6390312
998,3138.8,221.572,222,-0.43,83.9273,0.089,3.1247,48.8178,46.2883,45.1907,47.1402,52.9133,52.7352,2637.8125,2.6378125,2.63975393,2.6254258
999,3138.9,221.6676,222,-0.33,82.7054,0.0897,3.1219,50.6095,47.9231,46.761,48.851,55.0045,54.8249,2631.9207,2.6319207,2.639048077,2.6390216
1000,3139,221.7112,222,-0.29,82.8811,0.0897,3.1329,52.2438,49.4389,48.2168,50.4449,56.9008,56.7214,2629.4495,2.6294495,2.640234828,2.6490924
1001,3139.1,221.5055,222,-0.49,83.3534,0.0889,3.2136,52.9447,50.2432,49.0081,51.3306,57.5305,57.3517,2624.5918,2.6245918,2.652309197,2.6263201
1002,3139.2,221.2096,222,-0.79,86.0041,0.0881,3.2581,52.1123,49.6088,48.4171,50.696,56.3733,56.1813,2623.9543,2.6239543,2.66122201,2.6448367
1003,3139.3,221.416,222,-0.58,89.0451,0.0899,3.2885,51.7674,49.4225,48.2533,50.5282,55.7562,55.5422,2625.7866,2.6257866,2.665550708,2.659374
1004,3139.4,221.5254,222,-0.47,90.6027,0.0926,3.2804,52.9975,50.6741,49.4618,51.8633,56.9328,56.7028,2631.687,2.631687,2.663550717,2.6653986
1005,3139.5,221.6074,222,-0.39,83.5759,0.091,3.2262,61.7246,58.8823,57.3,60.5505,66.4025,66.2075,2641.4429,2.6414429,2.655059218,2.63342
1006,3139.6,221.478,222,-0.52,78.8524,0.0871,3.2178,68.2176,64.8821,62.9945,66.9393,73.5723,73.4376,2641.7483,2.6417483,2.65850048,2.6315217
1007,3139.7,221.3654,222,-0.63,75.905,0.087,3.2304,74.5918,70.724,68.5144,73.1985,80.6271,80.5649,2639.5608,2.6395608,2.652868984,2.6273022
1008,3139.8,221.2645,222,-0.74,75.1282,0.0897,3.2892,84.0023,79.2616,76.5267,82.402,91.0536,91.0676,2638.5535,2.6385535,2.647667368,2.6354978
1009,3139.9,221.3198,222,-0.68,73.8243,0.0891,3.2867,87.4784,82.3639,79.4103,85.7474,94.9638,95.0023,2637.4207,2.6374207,2.647061942,2.6221485
1010,3140,221.3181,222,-0.68,71.9895,0.0896,3.277,90.6023,85.1083,81.9392,88.694,98.5859,98.6535,2635.6465,2.6356465,2.639876571,2.628099
1011,3140.1,221.4701,222,-0.53,68.5972,0.0902,3.2124,91.8962,86.1466,82.8042,89.6986,100.3398,100.4423,2629.6216,2.6296216,2.626032355,2.623794
1012,3140.2,221.4587,222,-0.54,69.0422,0.0893,3.2018,87.1877,81.94,78.8333,85.0669,94.989,95.0538,2625.2209,2.6252209,2.629904512,2.6170793
1013,3140.3,221.3268,222,-0.67,70.2953,0.0886,3.1929,78.9652,74.5857,71.9207,77.09,85.6011,85.5771,2617.4956,2.6174956,2.637844417,2.6188529
1014,3140.4,221.2618,222,-0.74,77.2323,0.0879,3.2159,60.4966,57.8029,56.0718,59.191,64.8246,64.6183,2596.1306,2.5961306,2.652849516,2.6304615
1015,3140.5,221.1913,222,-0.81,82.0964,0.0899,3.2274,53.8382,51.6361,50.2029,52.6964,57.4725,57.2193,2590.4128,2.5904128,2.653800673,2.6175432
1016,3140.6,221.3543,222,-0.65,87.3392,0.0919,3.2374,49.7459,47.793,46.5234,48.6592,53.0158,52.7424,2589.2214,2.5892214,2.65671283,2.6253374
1017,3140.7,221.6079,222,-0.39,93.5657,0.0923,3.2344,47.9965,46.0095,44.7631,46.7268,51.2728,51.0123,2594.4998,2.5944998,2.656830757,2.6163242
1018,3140.8,221.5616,222,-0.44,94.0107,0.0927,3.2075,49.1239,46.9457,45.6148,47.6448,52.6417,52.3986,2599.9148,2.5999148,2.652663028,2.6426358
1019,3140.9,221.3573,222,-0.64,92.2931,0.0931,3.17,50.7011,48.2792,46.8377,48.9682,54.5359,54.3056,2604.5129,2.6045129,2.646305958,2.6371295
1020,3141,221.3458,222,-0.65,89.0139,0.0957,3.129,52.1739,49.5074,47.957,50.1816,56.3434,56.1157,2609.8794,2.6098794,2.632559476,2.6307878
1021,3141.1,221.2289,222,-0.77,84.9969,0.0976,3.1327,52.6563,49.7633,48.1297,50.3656,57.1857,56.9307,2616.1709,2.6161709,2.623838633,2.6518776
1022,3141.2,221.0311,222,-0.97,86.2188,0.0944,3.1813,50.9229,48.155,46.5955,48.699,55.2842,55.0181,2620.3596,2.6203596,2.636890842,2.640359
1023,3141.3,221.5488,222,-0.45,88.8382,0.0975,3.2444,48.1539,45.6403,44.2149,46.1236,52.1252,51.8822,2625.752,2.625752,2.642333336,2.6345725
1024,3141.4,222.1954,222,0.2,95.8455,0.1058,3.3389,41.9434,40.0288,38.9055,40.4219,44.9944,44.8217,2641.5586,2.6415586,2.659108437,2.6708672
1025,3141.5,221.9448,222,-0.06,97.8521,0.1054,3.3806,39.3809,37.7153,36.7126,38.0849,42.0633,41.9016,2649.5549,2.6495549,2.66005605,2.6622534
1026,3141.6,222.7565,222,0.76,100.6823,0.1033,3.4154,37.6371,36.1507,35.229,36.5142,40.0562,39.8958,2657.7529,2.6577529,2.651227573,2.6590815
1027,3141.7,221.142,222,-0.86,104.4924,0.1045,3.4457,37.3298,35.9662,35.0667,36.3814,39.5739,39.4057,2657.771,2.657771,2.653754217,2.6524808
1028,3141.8,220.6929,222,-1.31,108.3493,0.105,3.4364,38.9006,37.4791,36.5161,37.9614,41.2334,41.0608,2653.6047,2.6536047,2.665512619,2.6605313
1029,3141.9,220.8735,222,-1.13,109.7351,0.1007,3.4406,41.7031,40.135,39.0508,40.7238,44.2535,44.0809,2644.1086,2.6441086,2.666208561,2.6728613
1030,3142,219.8826,222,-2.12,102.2633,0.0942,3.5041,50.6168,48.4681,46.9634,49.4331,54.0001,53.8615,2637.7588,2.6377588,2.665009367,2.6805317
1031,3142.1,220.1719,222,-1.83,95.6855,0.0933,3.5163,56.0185,53.4607,51.6834,54.702,59.9743,59.8719,2636.9026,2.6369026,2.675911423,2.6854837
1032,3142.2,220.8845,222,-1.12,91.6841,0.0941,3.4784,61.2578,58.2687,56.2228,59.8264,65.8082,65.7463,2640.0068,2.6400068,2.687877153,2.6707258
1033,3142.3,221.322,222,-0.68,95.1663,0.0921,3.3179,68.9408,65.2727,62.8683,67.4475,74.3865,74.3828,2633.2954,2.6332954,2.677298808,2.690572
1034,3142.4,221.3907,222,-0.61,99.0778,0.0886,3.2629,71.5113,67.6062,65.1125,70.0598,77.2621,77.2751,2628.2068,2.6282068,2.672042365,2.646275
1035,3142.5,221.2071,222,-0.79,100.9946,0.0872,3.2524,73.8576,69.7259,67.1645,72.464,79.9303,79.9587,2621.1416,2.6211416,2.665738344,2.6540132
1036,3142.6,220.9384,222,-1.06,100.8697,0.0859,3.262,75.9943,71.6473,69.0368,74.6722,82.4151,82.4592,2625.0518,2.6250518,2.665159036,2.6702006
1037,3142.7,221.0633,222,-0.94,97.9575,0.0855,3.3266,77.2086,72.7694,70.2495,76.1523,83.9029,83.9431,2648.314,2.648314,2.677628967,2.6730216
1038,3142.8,221.3163,222,-0.68,100.2802,0.0859,3.3764,75.4345,71.2208,68.8742,74.5664,81.8593,81.864,2669.6453,2.6696453,2.684924854,2.690866
1039,3142.9,220.9687,222,-1.03,104.3987,0.0868,3.4348,72.6907,68.8002,66.6633,72.0167,78.6555,78.6555,2685.2612,2.6852612,2.694396101,2.6793387
1040,3143,221.1494,222,-0.85,116.7463,0.0875,3.5268,67.3892,64.079,62.2991,67.0275,72.5572,72.5572,2697.9722,2.6979722,2.706670392,2.6950634
1041,3143.1,221.1836,222,-0.82,121.8134,0.087,3.5282,65.3722,62.2686,60.6145,65.1229,70.2712,70.2712,2695.511,2.695511,2.708726852,2.696047
1042,3143.2,220.8721,222,-1.13,125.4674,0.0883,3.5156,63.7732,60.8267,59.2674,63.6114,68.4711,68.4711,2689.4185,2.6894185,2.713667744,2.6953216
1043,3143.3,221.1617,222,-0.84,125.2331,0.0939,3.4565,61.2703,58.5551,57.1264,61.2258,65.6743,65.6743,2687.3687,2.6873687,2.696406182,2.6870852
1044,3143.4,221.2992,222,-0.7,120.9429,0.0976,3.4272,59.9403,57.3409,55.9678,59.931,64.1799,64.1799,2688.2397,2.6882397,2.691716828,2.685189
1045,3143.5,221.2999,222,-0.7,117.0899,0.0996,3.3941,58.3801,55.9126,54.5972,58.3928,62.4113,62.4113,2691.5684,2.6915684,2.687154525,2.6904285
1046,3143.6,221.2397,222,-0.76,116.274,0.101,3.3421,54.9228,52.7359,51.5305,54.9451,58.4655,58.4655,2684.5386,2.6845386,2.679179963,2.6878493
1047,3143.7,221.1874,222,-0.81,118.8075,0.1019,3.3309,53.5099,51.4319,50.2616,53.5201,56.8486,56.8486,2677.5908,2.6775908,2.680625161,2.6888902
1048,3143.8,221.047,222,-0.95,120.5603,0.1036,3.3353,52.596,50.5854,49.4267,52.5829,55.7972,55.7972,2671.5181,2.6715181,2.684055357,2.6892507
1049,3143.9,220.9035,222,-1.1,115.6416,0.1045,3.3915,52.6653,50.6372,49.4148,52.5657,55.8348,55.8348,2666.4326,2.6664326,2.684584642,2.686708
1050,3144,220.7932,222,-1.21,112.2765,0.1052,3.4311,53.6536,51.5383,50.2374,53.4863,56.9328,56.9328,2665.8269,2.6658269,2.689430487,2.6709743
1051,3144.1,220.799,222,-1.2,110.4691,0.1046,3.4687,55.1201,52.8741,51.4674,54.8671,58.5813,58.5813,2665.9097,2.6659097,2.694764683,2.671616
1052,3144.2,221.0011,222,-1,110.0748,0.1094,3.4881,56.7844,54.3847,52.8559,56.43,60.4684,60.4684,2668.3586,2.6683586,2.685117241,2.6803622
1053,3144.3,221.1111,222,-0.89,109.7547,0.1118,3.4521,59.2609,56.6133,54.8666,58.6973,63.3044,63.3044,2666.009,2.666009,2.672296269,2.6832466
1054,3144.4,221.1535,222,-0.85,108.3415,0.1097,3.4212,59.6762,56.9785,55.1643,59.0295,63.7893,63.7893,2663.0925,2.6630925,2.671881695,2.678929
1055,3144.5,221.1101,222,-0.89,108.4937,0.1078,3.401,59.6114,56.9116,55.059,58.9043,63.7278,63.7278,2656.7434,2.6567434,2.67472489,2.6795793
1056,3144.6,221.2822,222,-0.72,105.7416,0.11,3.4485,58.5174,55.919,54.0604,57.7616,62.5134,62.5134,2645.8025,2.6458025,2.667764849,2.6649783
1057,3144.7,221.4608,222,-0.54,105.4683,0.1114,3.4832,57.5451,55.0437,53.2168,56.8023,61.4227,61.4227,2640.9512,2.6409512,2.667134384,2.6674263
1058,3144.8,221.4122,222,-0.59,104.7656,0.1118,3.51,56.2472,53.8745,52.1051,55.5422,59.9577,59.9577,2638.374,2.638374,2.67095133,2.6924248
1059,3144.9,221.1539,222,-0.85,109.091,0.1146,3.4991,53.0467,50.9804,49.3788,52.4662,56.3244,56.3244,2646.8682,2.6468682,2.681270457,2.6623788
1060,3145,221.1085,222,-0.89,109.821,0.1143,3.4782,51.6824,49.7457,48.2225,51.1668,54.7682,54.7682,2652.5203,2.6525203,2.681459556,2.656734
1061,3145.1,221.1203,222,-0.88,110.676,0.1132,3.4614,50.922,49.0656,47.5929,50.4582,53.8891,53.8891,2658.739,2.658739,2.683789126,2.6801822
1062,3145.2,221.2226,222,-0.78,107.8223,0.1079,3.3893,51.9685,50.0764,48.5842,51.5534,55.014,55.014,2661.8984,2.6618984,2.675077898,2.6787398
1063,3145.3,221.2959,222,-0.7,107.3109,0.1088,3.3396,53.6364,51.6367,50.083,53.2225,56.8706,56.8706,2663.5237,2.6635237,2.662203971,2.6727612
1064,3145.4,221.1995,222,-0.8,107.1274,0.11,3.2882,55.5723,53.4388,51.8152,55.1546,59.0377,59.0376,2664.658,2.664658,2.650668389,2.6623816
1065,3145.5,221.16,222,-0.84,107.4085,0.1051,3.289,58.3902,56.0583,54.3691,57.9894,62.1829,62.1829,2666.4058,2.6664058,2.662924014,2.6623025
1066,3145.6,220.8963,222,-1.1,107.0103,0.1041,3.3365,58.9933,56.6251,54.9533,58.6188,62.8325,62.8325,2666.2197,2.6662197,2.672622176,2.6691132
1067,3145.7,220.9827,222,-1.02,107.4788,0.1061,3.3811,59.4363,57.0459,55.4029,59.0919,63.2953,63.2953,2664.6323,2.6646323,2.675349318,2.673994
1068,3145.8,220.8829,222,-1.12,108.8841,0.107,3.4024,60.1661,57.7318,56.1056,59.8481,64.0845,64.0845,2661.6963,2.6616963,2.678691472,2.6804583
1069,3145.9,220.6472,222,-1.35,110.1763,0.11,3.3818,63.549,60.8685,59.1895,63.2539,67.8742,67.8742,2656.2251,2.6562251,2.670706806,2.6825302
1070,3146,220.7694,222,-1.23,109.4541,0.1084,3.3715,66.1355,63.2516,61.5068,65.8376,70.8102,70.8102,2656.9514,2.6569514,2.671137787,2.6801577
1071,3146.1,220.8089,222,-1.19,107.4241,0.1094,3.3661,68.9697,65.8546,64.0338,68.664,74.0429,74.0429,2659.6924,2.6596924,2.667548617,2.673368
1072,3146.2,220.6441,222,-1.36,101.5216,0.1079,3.3969,74.1117,70.5661,68.6191,73.7921,79.9257,79.9257,2663.0928,2.6630928,2.669338262,2.66713
1073,3146.3,220.8665,222,-1.13,98.9178,0.1053,3.4156,75.9215,72.2289,70.2528,75.6026,81.9866,81.9866,2663.7852,2.6637852,2.675861869,2.6736841
1074,3146.4,221.2825,222,-0.72,97.5671,0.1041,3.4508,77.0562,73.2821,71.3051,76.7448,83.2536,83.2536,2668.6558,2.6686558,2.68089717,2.6754653
1075,3146.5,221.7173,222,-0.28,97.1377,0.1042,3.5101,77.706,73.9297,72.0117,77.4227,83.881,83.881,2680.0964,2.6800964,2.686401375,2.6865985
1076,3146.6,221.7313,222,-0.27,96.3764,0.1061,3.5374,77.6731,73.9293,72.049,77.4011,83.7848,83.7848,2685.0818,2.6850818,2.682371306,2.6902611
1077,3146.7,221.7323,222,-0.27,95.1155,0.105,3.5358,77.6416,73.9268,72.0789,77.3727,83.703,83.703,2685.5537,2.6855537,2.682573792,2.6905324
1078,3146.8,221.4914,222,-0.51,99.5775,0.1006,3.4861,77.6705,73.9931,72.1923,77.3789,83.673,83.673,2688.6702,2.6886702,2.694239623,2.6826396
1079,3146.9,221.501,222,-0.5,102.4468,0.0972,3.4527,77.7683,74.0948,72.3077,77.448,83.7601,83.7601,2689.2327,2.6892327,2.69592476,2.6890833
1080,3147,221.3388,222,-0.66,104.7695,0.0992,3.4321,78.0207,74.3313,72.5469,77.6569,84.0321,84.0321,2689.168,2.689168,2.693594686,2.6891036
1081,3147.1,221.2614,222,-0.74,102.8489,0.1034,3.3926,79.1848,75.3846,73.567,78.6842,85.367,85.367,2686.5283,2.6865283,2.679783399,2.6895082
1082,3147.2,221.4718,222,-0.53,101.951,0.1044,3.347,79.9942,76.1083,74.2589,79.4007,86.3106,86.3106,2685.8958,2.6858958,2.670699364,2.6825013
1083,3147.3,221.5616,222,-0.44,101.4396,0.1055,3.289,80.7642,76.791,74.9069,80.0643,87.2144,87.2144,2686.3115,2.6863115,2.66405197,2.6694832
1084,3147.4,221.5609,222,-0.44,101.2757,0.1049,3.2319,81.3711,77.3222,75.4065,80.557,87.9347,87.9347,2684.8799,2.6848799,2.66318753,2.658779
1085,3147.5,221.5821,222,-0.42,99.3862,0.1031,3.229,82.1323,77.9683,75.9975,81.0735,88.8628,88.8628,2678.2292,2.6782292,2.657771241,2.656647
1086,3147.6,221.6209,222,-0.38,99.1091,0.1021,3.2515,82.481,78.2609,76.2595,81.2913,89.2965,89.2965,2670.4375,2.6704375,2.657487864,2.6630535
1087,3147.7,221.8254,222,-0.17,98.9841,0.1015,3.2782,82.9426,78.6551,76.6166,81.6168,89.8661,89.8661,2663.2756,2.6632756,2.658109412,2.6667602
1088,3147.8,221.5873,222,-0.41,97.0362,0.1009,3.2467,83.9677,79.5396,77.4187,82.3688,91.1286,91.1286,2646.8767,2.6468767,2.64986163,2.658225
1089,3147.9,221.6092,222,-0.39,95.3146,0.1013,3.2316,84.1801,79.7176,77.569,82.4642,91.4011,91.4011,2644.7798,2.6447798,2.643010632,2.6397343
1090,3148,221.5634,222,-0.44,94.4206,0.1001,3.2104,83.9458,79.5005,77.3463,82.1433,91.1399,91.1399,2643.5225,2.6435225,2.640783251,2.656454
1091,3148.1,221.6919,222,-0.31,93.9522,0.1018,3.2057,81.8789,77.6493,75.5647,80.0212,88.7173,88.7173,2644.4949,2.6444949,2.638589426,2.657628
1092,3148.2,221.7077,222,-0.29,94.9828,0.1033,3.188,80.2846,76.2257,74.206,78.4512,86.8451,86.8451,2641.6377,2.6416377,2.641695335,2.6544988
1093,3148.3,221.819,222,-0.18,97.5749,0.1041,3.1752,78.669,74.7847,72.834,76.8771,84.9505,84.9505,2637.9651,2.6379651,2.649877759,2.645576
1094,3148.4,221.689,222,-0.31,102.0369,0.1076,3.1608,76.3685,72.7464,70.9006,74.6543,82.2577,82.2588,2637.1077,2.6371077,2.657854346,2.6489918
1095,3148.5,221.6464,222,-0.35,103.493,0.1094,3.1816,75.878,72.3265,70.5077,74.1864,81.676,81.6805,2640.7585,2.6407585,2.660522751,2.6511836
1096,3148.6,221.5713,222,-0.43,103.2822,0.1086,3.201,75.7675,72.2528,70.4468,74.0887,81.5255,81.5336,2647.6577,2.6476577,2.661327691,2.6538868
